X,Y,EGIS_ID,REG_ID,BSTP_GEO_ID,BSTP_OPS_TCD,BSTP_EFF_DATE,BSTP_TCD,AT_STR,ON_STR,BSTP_HDG,BSTP_POS_TCD,BSTP_LDC,BSTP_MSG_TEXT,BSTP_LON,BSTP_LAT,BSTP_LAT_LON_TCD,BSTP_INV_SYR_TCD,BSTP_INV_SRV_DATE,BSTP_BNH_CNT,BSTP_BST_TCD,BSTP_IFC_OWN,BSTP_HAS_BKRS,BSTP_HAS_PRS,BSTP_HAS_PVM,BSTP_HAS_PRM,BSTP_PDP_SIZE_TCD,BSTP_PDP_MTR_TCD,BSTP_PDP_OBS_TCD,BSTP_PDP_HAS_CCN,BSTP_HAS_BDR_PDP,BSTP_BDR_PDP_OBS,BSTP_SWK_WDT,BSTP_SWK_HAS_CCN,BSTP_SWK_HAS_PPC,BSTP_SWK_SLP_WVL,BSTP_SWK_OBS_TCD,BSTP_SWK_IPD_TCD,ONS_CRP_SLP,ONS_CRP,OFS_CRP,AT_STR_ABS_CRP,AT_STR_OSS_CRP,ONS_CWK,OFS_CWK,AT_STR_ABS_CWK,AT_STR_OSS_CWK,ON_STR_STS_OR_TFL,ON_STR_PDC_SGL,AT_STR_PDC_SGL,BSTP_PRK_RST_TCD,BSTP_NPK_ZNE_LTH,CNF_NPK_SNS,STR_LGT_WTN_30_FT,BSTP_HAS_LED_DSP,BSTP_ACC_RATING,BSTP_BRDG_STP,BSTP_HAS_LUM_SIGN,BSTP_HAS_PWR_SRC,METRO_ACCS_STP,WARD_ID,ANC_ID,SMD_ID,ROUTEID,MEASURE,OFFSET,BLOCKKEY,BLOCKFACEKEY,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,OBJECTID,SNOWPRIORITY
-77.01745428349,38.8816087831752,1307735,1000595,4543,PRS,1966/09/11 00:00:00+00,REV,G ST SW,4TH ST SW,359,FAR,UNKNOWN,4TH ST SW + G ST SW,-77.017452,38.881601,,KFH,2009/07/21 00:00:00+00,1,INS,WMAT,N,Y,Y,N,58O,CON,NWB,Y,Y,U,5,N,Y,N,LSC,UNK,4.69999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,-9,N,N,U,N,U,U,U,U,6,ANC 6D,6D03,14000402,899.599975585938,-3,b61c8275bc4bf4b21e0ee6ee3dd170ba,64b4110854eba6d1bc180d8df7c2d5ce,BusStopPt_1487,,{037A1411-08DF-4E3E-A9CB-45F87A05E3BC},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22607,
-77.0558523047335,38.9609157931766,1309233,1002677,8913,PRS,1947/11/06 00:00:00+00,REV,27TH ST NW,MILITARY RD NW,87,FAR,BUS BAY & BENCH,MILITARY RD NW + 27TH ST NW,-77.05585,38.960908,,KFH,2006/04/28 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,5,N,Y,N,NON,UNK,4.4000001,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,-9,U,Y,U,Y,U,U,U,U,3,ANC 3F,3F03,11060642,2237.39990234375,-3,2f941b68588f0bea465a7f0d6caeda12,4847301ce2290a04d7178954fe8fc686,BusStopPt_1488,,{383C1D61-F00A-4B05-88F8-2B87EA8E8034},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22608,
-76.9364172598075,38.8996007893568,1301581,1003179,13477,PRS,1949/05/01 00:00:00+00,REV,46TH ST NE,NANNIE HELEN BURROUGHS AVE NE,288,NEA,UNKNOWN,NANNIE HELEN BURROUGHS AVE NE + 46TH ST NE,-76.936415,38.899593,,KFH,2006/06/22 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,6,Y,Y,N,NON,GRS,-9,N,N,U,N,N,N,U,N,N,N,N,NSG,-9,N,Y,U,N,U,U,U,U,7,ANC 7C,7C04,12063252,808.5,-3,4a45baa6c23a37fb880cda4e623a1f0f,45f7708391cad98cd8cc5afd7dc322ff,BusStopPt_1489,,{3A7D9C0C-519B-4DE6-B647-813AA50F9266},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22609,
-77.0269222924893,38.9324707890056,1312004,1003778,18383,PRS,2013/08/05 00:00:00+00,UNK,PARK RD,SHERMAN AVE,175,NEA,UNKNOWN,SHERMAN AVE + PARK RD,-77.02692,38.932463,,UNK,1900/01/01 00:00:00+00,-9,UNK,UNKW,U,U,U,U,UNK,UNK,UNK,U,U,U,0,U,U,U,UNK,UNK,-9,U,U,U,U,U,U,U,U,U,U,U,UNK,-9,U,U,U,U,U,U,U,U,1,ANC 1A,1A07,11080082,1421.80004882812,-3,649ab0e4044d7701a217eb50e2eb3ee1,eba69cbf10f22c55becbddb9d9a9869e,BusStopPt_1490,,{F1077DDB-581D-4C31-AEAF-CF9C2EEABC1A},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22610,
-77.0532502991667,38.8981077819884,1307168,1003152,16817,PRS,2005/11/18 00:00:00+00,REV,VIRGINIA AVE NW,25TH ST NW,5,NEA,UNKNOWN,25TH ST NW + VIRGINIA AVE NW,-77.053248,38.8981,,KFH,2006/05/24 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,UNK,UNK,U,N,E,3,N,N,N,NON,UNK,3.79999995,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,-9,N,Y,U,N,U,U,U,U,2,ANC 2A,2A05,36004412,6.30000019073486,3,,0d98098731807b1df7687dce80f728cf,BusStopPt_1491,,{6332404E-4C3A-4726-9AEB-CB891F5C8D69},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22611,
-76.9786932809319,38.9456577958229,1305653,1002426,8307,PRS,1901/01/01 00:00:00+00,REV,QUEENS CHAPEL TER NE,MICHIGAN AVE NE,211,NEA,UNKNOWN,MICHIGAN AVE NE + QUEENS CHAPEL TER NE,-76.978691,38.94565,,KFH,2009/06/18 00:00:00+00,1,INS,WMAT,N,Y,N,Y,58O,CON,SHL,Y,N,E,5,N,Y,N,NON,UNK,4.69999981,Y,Y,Y,N,Y,Y,Y,U,Y,Y,Y,NPL,-9,U,N,U,N,U,U,U,U,5,ANC 5B,5B01,12060582,3586.5,-3,c9e1649506a88ceea002dd53cf2f3b18,d0cfe3497aedf67d0a8bb118b154e327,BusStopPt_1492,,{809E7C0F-8C24-4AAF-8D84-18FD6C1FC1CC},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22612,
-76.9283832615164,38.8939697930849,1301135,1003307,13776,PRS,1990/12/16 00:00:00+00,REV,BANKS PL NE,51ST ST NE,205,NEA,"@ PEPCO POLE #820386-302; OPPO PREM",51ST ST NE + BANKS PL NE,-76.928381,38.893962,,KFH,2006/06/14 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,Y,N,E,3,Y,Y,N,NON,UNK,-9,N,N,U,N,N,N,U,U,N,N,N,YUN,-9,U,Y,U,N,U,U,U,U,7,ANC 7C,7C03,12005102,264.700012207031,-3,9e227281ec086bd9ba81a5f18c9bc55c,27597dde79dad91886e08cb80fa852b7,BusStopPt_1493,,{C6BE8680-7F92-4302-9B9A-DAAA23DF626A},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22613,
-76.9279952609774,38.8871797867971,1301133,1000714,4878,PRS,1901/01/01 00:00:00+00,REV,ASTOR PL SE,51ST ST SE,191,NEA,UNKNOWN,51ST ST SE + ASTOR PL SE,-76.927993,38.887172,,KFH,2006/06/14 00:00:00+00,0,UNK,UNKW,N,N,N,N,SWK,CON,NON,N,N,E,6,N,N,N,NON,UNK,5.30000019,Y,Y,Y,Y,N,N,Y,N,Y,N,N,NSG,-9,N,N,U,N,U,U,U,U,7,ANC 7E,7E05,13005102,167.600006103516,3,a2c9505510a3f7d727b3fa55ed064521,2b65ef0d89581a76c9e5729b0c6adb9e,BusStopPt_1494,,{DB120908-ECB8-4FC3-8A76-66DD404791EA},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22614,
-77.0318222889983,38.8971997852916,1307164,1001037,16813,PRS,1901/01/01 00:00:00+00,REV,F ST NW,14TH ST NW,3,NEA,UNKNOWN,14TH ST NW + F ST NW,-77.03182,38.897192,,KFH,2009/05/13 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,11,Y,Y,Y,NON,SLP,4.0999999,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,-9,N,Y,U,Y,U,U,U,U,2,ANC 2C,2C01,11001402,851,3,cd3683f7455a27e7041876c059bc4935,57a719aae57a599f5aef8cb689e95178,BusStopPt_1495,,{6187CFC7-EFB2-4472-817E-B5A5A0F55DC7},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22615,
-77.0218212913212,38.895992789642,1307245,1000995,5525,PRS,1992/03/26 00:00:00+00,REV,E ST NW,7TH ST NW,1,NEA,"BASE PLATED; 1 1/2' N OF RECEPTACLE",7TH ST NW + E ST NW,-77.021819,38.895985,,KFH,2006/06/29 00:00:00+00,0,UNK,CIRC,N,Y,N,Y,58O,BRK,NWB,Y,N,E,11,Y,Y,N,NON,UNK,4.5999999,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,-9,N,Y,U,N,U,U,U,U,2,ANC 2C,2C03,11000702,705.599975585938,3,21c001527825d300191ec231b9b004c9,d2f333248036d178d68cd3cc480a7d44,BusStopPt_1496,,{947619EC-1961-4452-A1A9-1C85EDFA8CAA},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22616,
-76.9883572734753,38.845176773979,1309763,1003472,16162,PRS,1901/01/01 00:00:00+00,UNK,BUS BAY G,CONGRESS HEIGHTS STATION,280,MID,UNKNOWN,CONGRESS HEIGHTS STATION + BUS BAY G,-76.988355,38.845169,,KFH,2006/12/18 00:00:00+00,2,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,11,Y,Y,N,NON,UNK,3.29999995,Y,Y,Y,Y,Y,U,U,U,Y,N,N,NPL,-9,U,Y,U,Y,U,U,U,U,8,ANC 8E,8E01,58008092,359.200012207031,3,,1bdbd6f8ea840912bf2edef20fe69918,BusStopPt_1497,,{8D4653D6-9229-4B9C-802F-0E6BD16230A2},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22617,
-76.9742472826852,38.9384127941981,1305324,1002272,18795,PRS,2014/12/14 00:00:00+00,REV,RANDOLPH ST NE,22ND ST NE,179,NEA,UNKNOWN,22ND ST NE + RANDOLPH ST NE,-76.974245,38.938405,,KFH,2006/08/22 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,Y,U,6,N,Y,N,NON,UPV,2.5999999,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,YUN,-9,U,N,U,Y,U,U,U,U,5,ANC 5B,5B01,12002202,2065,-3,10dd281a8edae569bbf8390496df2d31,33b2684b9a80f9da156d72e2bc021ba1,BusStopPt_1498,,{0A916B22-FD5D-46CA-85C3-38F1280E94E0},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22618,
-77.0091902818369,38.9258827953572,1302115,1001927,7366,PRS,1959/10/13 00:00:00+00,REV,GIRARD ST NE,N CAPITOL ST NW,182,NEX,UNKNOWN,N CAPITOL ST NW + GIRARD ST NE,-77.009188,38.925875,,KFH,2009/06/26 00:00:00+00,1,INS,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,4,Y,Y,N,LSC,GRS,4.80000019,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NPL,-9,U,Y,U,Y,U,U,U,U,5,ANC 5E,5E09,15065322,3416,-3,46a65d45df86216574c4f3bb22375ae3,00cc8e884c65d926906e289f9902d9b0,BusStopPt_1499,,{2B82BA7E-315E-400D-8D8A-23D6CB442DB3},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22619,
-76.9899372796514,38.8553007827653,1310017,1002975,12301,PRS,1969/07/15 00:00:00+00,UNK,#2500,POMEROY RD SE,277,FAR,UNKNOWN,POMEROY RD SE + #2500,-76.989935,38.855293,,KFH,2006/05/09 00:00:00+00,-9,UNK,UNKW,N,Y,N,N,SWK,CON,NON,N,N,E,6,N,N,Y,LSC,UNK,-9,N,N,U,N,N,N,U,U,N,N,N,NSG,-9,N,Y,U,N,U,U,U,U,8,ANC 8C,8C06,13071112,662.5,3,4eb66cd095b87f042c6d264db9e93362,fbf3927647bab52473e39162b83c73a5,BusStopPt_1806,,{45CDC187-30DE-43E3-9D67-94EEDC90CECD},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22926,
-76.9723552744279,38.844721776428,1309556,1000158,2485,PRS,1901/01/01 00:00:00+00,REV,SOUTHERN AVE SE,22ND ST SE,316,FAR,190' N OF - @ WALKWAY TO #3560,22ND ST SE + SOUTHERN AVE SE,-76.972353,38.844714,,KFH,2006/05/02 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,3,N,Y,N,NON,UNK,9.60000038,N,Y,N,N,U,Y,N,N,N,N,N,YUN,-9,U,N,U,N,U,U,U,U,8,ANC 8B,8B06,13002202,2259.80004882812,-3,ce8e4b20eae2b8d1b017c8da6a59062e,a109a17ef2a0636f19736a997922b15d,BusStopPt_1807,,{6F4EA815-9FF8-457B-9F81-F582B07B4F22},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22927,YES
-77.0688833093442,38.9066567850643,1307212,1001354,18141,PRS,2012/12/30 00:00:00+00,REV,N ST NW,35TH ST NW,359,NEA,UNKNOWN,35TH ST NW + N ST NW,-77.068881,38.906649,,KFH,2006/05/22 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,BRK,NON,Y,N,E,5,Y,Y,N,NON,UPV,3.0999999,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,-9,N,N,U,Y,U,U,U,U,2,ANC 2E,2E03,11003502,177.100006103516,3,68b7cbc26c83e19f203671223ef4286c,6f8328a3ab0804cfa3ee87a39196eb55,BusStopPt_1808,,{F3E3EDBF-A06D-447E-A452-03D38E4DD2AC},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22928,
-77.0474652963611,38.9055117864587,1307540,1001333,6235,PRS,1901/01/01 00:00:00+00,REV,M ST NW,NEW HAMPSHIRE AVE NW,217,NEA,UNKNOWN,NEW HAMPSHIRE AVE NW + M ST NW,-77.047463,38.905504,,KFH,2006/07/13 00:00:00+00,1,INS,UNKW,N,N,N,N,58U,BRK,NON,Y,N,E,8,N,Y,N,NON,UNK,7.5999999,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,-9,N,Y,U,Y,U,U,U,U,2,ANC 2A,2A06,11064222,915.900024414062,-3,85803a79e849249dec862a6e1434486d,157a46ab748f0968ffea667ed15d4360,BusStopPt_1809,,{1B9E035E-435F-4934-9BB3-3722C3D3C8D7},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22929,
-77.091089313251,38.94157379444,1304325,1002339,8133,PRS,1901/01/01 00:00:00+00,REV,TILDEN ST NW,MASSACHUSETTS AVE NW,132,NEA,UNKNOWN,MASSACHUSETTS AVE NW + TILDEN ST NW,-77.091087,38.941566,,KFH,2006/04/14 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,Y,NON,UPV,9.30000019,N,N,Y,Y,N,N,N,Y,Y,Y,N,NSG,-9,N,Y,U,Y,U,U,U,U,3,ANC 3D,3D02,11059602,8244.099609375,-3,527761a4959ef8e4f56c8e5e639eba3f,4e498c48b9376b2b69c84b4b7758970f,BusStopPt_1810,,{8CCA6247-2C47-4B6F-8B8A-353C56851C9F},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22930,
-76.9861592833135,38.9032737910554,1308324,1001273,6103,PRS,1901/01/01 00:00:00+00,REV,NEAL ST NE,TRINIDAD AVE NE,28,NEA,UNKNOWN,TRINIDAD AVE NE + NEAL ST NE,-76.986157,38.903266,,KFH,2006/07/11 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,2.5999999,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NSG,-9,N,Y,U,Y,U,U,U,U,5,ANC 5D,5D06,12086642,217.600006103516,3,64a03c12371e54a25dcdcfb4cbc895a2,dcd83cf3b579e5430a1d6bfe9fdc8244,BusStopPt_1811,,{08E7F91E-E057-4E07-81C4-DF4205ABC164},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22931,YES
-77.016142291103,38.9144837872157,1308292,1001609,6762,PRS,1960/09/07 00:00:00+00,REV,3RD ST NW,RHODE ISLAND AVE NW,246,FAR,UNKNOWN,RHODE ISLAND AVE NW + 3RD ST NW,-77.01614,38.914476,,KFH,2006/08/07 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,BRK,NON,Y,N,E,3,Y,Y,N,NON,UNK,4.30000019,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,-9,N,Y,U,Y,U,U,U,U,1,ANC 1B,1B01,11075462,667.799987792969,3,ab72971554a079720c46a75c05b54ac2,7f0eeaa1e22fa60aa5ffaec0bbdfd434,BusStopPt_1812,,{0F2F8D04-23A2-4342-BA7B-E13B75FD7740},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22932,
-77.0089602841063,38.8965527868315,1308226,1001022,5583,PRS,1901/01/01 00:00:00+00,REV,E ST NE,N CAPITOL ST NW,360,FAR,105' N OF -,N CAPITOL ST NW + E ST NE,-77.008958,38.896545,,KFH,2006/06/28 00:00:00+00,0,UNK,WMAT,N,Y,N,N,SWK,CON,NON,N,N,E,7,N,N,N,NON,UNK,4.69999981,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,-9,N,Y,U,N,U,U,U,U,6,ANC 6C,6C02,15065322,160,3,2a8d4d89c3a526b245aed2b18e545b50,c17f10d1717bf43f125e05944be72da4,BusStopPt_1813,,{68D9CDA2-5A90-46FF-BA4B-D71E0833F61F},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22933,YES
-77.0200372864352,38.9153977914994,1307429,1001632,6807,PRS,1962/02/15 00:00:00+00,REV,6TH ST NW,FLORIDA AVE NW,119,NEA,ON LAMPPOST,FLORIDA AVE NW + 6TH ST NW,-77.020035,38.91539,,KFH,2006/07/25 00:00:00+00,0,UNK,UNKW,N,N,N,N,58U,BRK,NON,Y,N,E,11,Y,Y,N,NON,UNK,4.80000019,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,NSG,-9,N,Y,U,Y,U,U,U,U,2,ANC 6E,6E02,11000602,2591.80004882812,-3,c7a7ff895e19ce31146d536dbcc91360,20286b66c997171c691615b41da79fcc,BusStopPt_1814,,{46674F5C-0D48-4EDD-8450-E0811EC9BE14},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22934,
-77.0468613026291,38.8919877832163,1307379,1000855,5227,PRS,1975/05/21 00:00:00+00,REV,21ST ST NW,CONSTITUTION AVE NW,90,NEA,UNKNOWN,CONSTITUTION AVE NW + 21ST ST NW,-77.046859,38.89198,,KFH,2006/06/07 00:00:00+00,1,FRE,WMAT,N,Y,N,Y,SWK,CON,NON,Y,N,E,11,N,Y,N,NON,UNK,4.80000019,N,Y,U,Y,N,Y,U,Y,Y,Y,Y,NSG,-9,N,Y,U,U,U,U,U,U,2,ANC 2A,2A01,11025352,3107.30004882812,-3,1a9d24fe6ab152bb3c63fb5ce5d33a6a,104fce763498e8c0469087300e6fb42b,BusStopPt_1815,,{7D505D1D-E0BF-4263-9DCD-783BA5C27163},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22935,
-77.0362323041104,38.9887908017605,1308407,1002949,11864,PRS,1938/06/30 00:00:00+00,REV,PRIMROSE RD NW,16TH ST NW,358,NEX,@ WALKWAY TO #7945,16TH ST NW + PRIMROSE RD NW,-77.03623,38.988783,,KFH,2006/06/13 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58O,CON,TRC,Y,Y,U,5,N,Y,N,NON,UNK,6.9000001,Y,N,U,Y,Y,N,U,Y,N,N,N,NSG,-9,N,N,U,N,U,U,U,U,4,ANC 4A,4A01,11001602,9890.5,3,794b54d95b5195e89fa53d947c2b7118,4f0c692319611cc01c5899c88a1c65a7,BusStopPt_1816,,{B6FBF9D4-1712-4652-9E9D-CB737DA679CA},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22936,
-77.0363652992648,38.933642789223,1301747,1002162,7766,PRS,1942/08/07 00:00:00+00,REV,NEWTON ST NW,16TH ST NW,2,FAR,UNKNOWN,16TH ST NW + NEWTON ST NW,-77.036363,38.933635,,KFH,2006/06/02 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,9,N,Y,N,NON,UNK,5.5,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,NSG,-9,N,Y,U,Y,U,U,U,U,1,ANC 1A,1A02,11001602,3768.5,3,4c2658ef1917b3bd06e178600cdc4a00,da26f7d2b1b5776a02ae1d648a64c218,BusStopPt_1817,,{E2F0B58D-0A1A-4554-9B05-302CF07A2791},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22937,
-77.0500353020539,38.8932007864559,1307160,1003181,13479,PRS,2003/06/09 00:00:00+00,REV,C ST NW,23RD ST NW,2,NEA,85' SOUTH OF ---,23RD ST NW + C ST NW,-77.050033,38.893193,,KFH,2006/06/07 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,SWK,CON,NON,N,N,E,8,N,N,N,NON,UPV,3.79999995,N,N,Y,N,N,N,Y,U,Y,Y,Y,NSG,-9,N,Y,U,N,U,U,U,U,2,ANC 2A,2A01,11002302,331.100006103516,3,c3fe5f5a33cf8752216cb47562d08c9d,1e522809fd07f5b3373a7ebbd75f44c5,BusStopPt_1818,,{3CFB8B87-7781-493E-86D4-BF28628D055E},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22938,
-77.0171027953389,38.8763541490208,1309894,1000498,4250,PRS,1979/09/17 00:00:00+00,UNK,4TH ST SW,M ST SW,90,FAR,WATERFRONT STATION (PRTC),M ST SW + BET 3RD & 4TH STS,-77.017101,38.876346,,WSV,2018/10/03 15:34:19+00,0,EXM,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,6,N,Y,Y,NON,UPV,5.4000001,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,100,N,Y,N,N,U,N,Y,U,6,ANC 6D,6D05,14057852,694.5,-3,4f9d5d2c03ee0a41078e6bd8797f9735,dc8589a25cabeeea2690d043a9b54932,BusStopPt_1819,,{E522F9B5-78BF-4D5E-86FE-F302CB0D2ABF},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22939,
-77.0324142975713,38.909734784853,1307574,1001446,6475,PRS,2006/12/28 00:00:00+00,REV,14TH ST NW,P ST NW,269,FAR,UNKNOWN,P ST NW + 14TH ST NW,-77.032412,38.909727,,KFH,2009/07/13 00:00:00+00,1,INS,WMAT,N,Y,N,N,58O,CON,SHL,Y,N,E,8,N,Y,N,UNK,UNK,4.4000001,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,NSG,-9,Y,N,U,N,U,U,U,U,2,ANC 2F,2F02,11068382,1903.40002441406,3,57e28257f5fa3e197d073079aec72e45,2e939eef88ca22655e5a0ea5ccc6b70e,BusStopPt_1820,,{663D35C7-3891-4E6A-B6C4-F7BD9A03CDD3},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22940,YES
-77.036441304173,38.9890368050057,1308394,1002936,11851,PRS,1938/06/30 00:00:00+00,REV,PRIMROSE RD NW,16TH ST NW,180,NEA,UNKNOWN,16TH ST NW + PRIMROSE RD NW,-77.036439,38.989029,,KFH,2006/06/13 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58O,CON,TRC,Y,N,E,7,N,Y,N,NON,UNK,8,N,Y,Y,N,N,Y,Y,U,N,N,N,YMR,-9,Y,N,U,N,U,U,U,U,4,ANC 4A,4A01,11001602,9917.7998046875,-3,8b81c74de0344e281ce465d517140e48,2327f9dcc76070da1893ba0660bb6985,BusStopPt_1821,,{1BDA558F-AAE1-4C92-AE35-4F2BC07BEE13},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22941,
-77.0475742964232,38.9185507855109,1307369,1001717,6964,PRS,1976/06/01 00:00:00+00,REV,KALORAMA RD NW,CONNECTICUT AVE NW,321,NEA,UNKNOWN,CONNECTICUT AVE NW + KALORAMA RD NW,-77.047572,38.918543,,KFH,2006/07/20 00:00:00+00,0,UNK,WMAT,N,Y,N,Y,58U,CON,NON,Y,N,E,9,Y,Y,N,NON,UNK,3,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,NSG,-9,N,Y,U,Y,U,U,U,U,1,ANC 1C,1C02,11025152,2058.30004882812,3,52f624f10c54c87036d61c76e8cd0cc9,adde4cc71f3c645fd8cd4353e13810b6,BusStopPt_1822,,{507FC37B-35EB-4D59-929C-16405929564C},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22942,
-77.0596013006205,38.9105777909283,1307632,1001482,6532,PRS,1941/12/01 00:00:00+00,REV,30TH ST NW,Q ST NW,269,FAR,UNKNOWN,Q ST NW + 30TH ST NW,-77.059599,38.91057,,KFH,2006/05/23 00:00:00+00,0,UNK,WMAT,N,Y,N,N,58U,BRK,NON,Y,N,E,6,Y,Y,N,NON,UNK,4.4000001,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,NPL,-9,U,Y,U,Y,U,U,U,U,2,ANC 2E,2E07,11072862,4231.5,3,dc2f459ae6da4a17481cbdd4122c7434,afb0bd73e116d92eec5c6cc69c9639df,BusStopPt_1823,,{80C8F4E1-0605-46CE-A548-2A859B36090B},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22943,
-77.006995292936,38.9551817974048,1308831,1002590,8661,PRS,1953/07/12 00:00:00+00,REV,ROCK CREEK CHURCH RD NE,RIGGS RD NE,74,FAR,BLAIR RD  X,RIGGS RD NE + ROCK CREEK CHURCH RD NE,-77.006993,38.955174,,KFH,2006/06/16 00:00:00+00,0,UNK,UNKW,N,N,N,N,58U,CON,NON,Y,N,E,4,N,Y,N,NON,UNK,3.79999995,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,YMR,-9,N,N,U,Y,U,U,U,U,5,ANC 5A,5A07,12076052,182.600006103516,3,d10f4b4945c418fb89236f1805d1636a,fba66eef04b1c94bd659e656dcfcc8c5,BusStopPt_1824,,{07191A07-9905-4743-BC4B-C200C4CDB158},JLAY,2022/09/23 20:02:16+00,JLAY,2022/09/23 20:02:16+00,22944,YES
